SearchTerm,PageNum,Rank,Sponsered,ProductURL,Title,ASIN,SalesPrice,ListPrice,RatingsCount,AvgRating
pepsico,1,1,False,https://www.amazon.com/Mountain-Dew-Variety-Pack-Lemonade/dp/B09P5GG9DD/ref=sr_1_1,"Mountain Dew 3 Flavor Major Melon Variety Pack (Major Melon, Spark (Rasp Lemonade), and Original Dew), 12 Fl Oz (Pack of 18)",B09P5GG9DD,,,"11,760",4.7 out of 5 stars
pepsico,1,2,False,https://www.amazon.com/Doritos-Tortilla-Chips-Ranch-Ounce/dp/B08M2W33GC/ref=sr_1_2,"Doritos Tortilla Chips Cool Ranch Bag, 9.25 Oz",B08M2W33GC,,,"17,324",4.8 out of 5 stars
pepsico,1,3,False,https://www.amazon.com/Pepsico-Propel-Zero-Grape-Milliliter/dp/B00CF5E798/ref=sr_1_3,"Pepsico Propel Zero - Grape, 500 Milliliter -- 24 per case.",B00CF5E798,,,6,2.3 out of 5 stars
pepsico,1,4,False,https://www.amazon.com/Lays-Brand-Regular-Bag-Pack/dp/B01E98FRE2/ref=sr_1_4,"Lay's Brand, Regular, 1 oz Bag (Pack of 100)",B01E98FRE2,,,"28,190",4.6 out of 5 stars
pepsico,1,5,False,https://www.amazon.com/Crazy-Socks-Unisex-Pepsi-Novelty/dp/B08FBMBMP5/ref=sr_1_5,"Crazy Socks, Funny Cookie Socks, Oreo & Chips Ahoy, Colorful Fun Prints",B08FBMBMP5,"$6
99",$9.89,340,4.7 out of 5 stars
pepsico,1,6,False,https://www.amazon.com/Gatorade-Classic-Quencher-Variety-Bottles/dp/B076T5K3JQ/ref=sr_1_6,"Gatorade Classic Thirst Quencher, Variety Pack, 12 Fl Oz (Pack of 24)",B076T5K3JQ,,,"34,372",4.8 out of 5 stars
pepsico,1,7,False,https://www.amazon.com/Gatorade-Protein-Isolate-Electrolytes-Variety/dp/B08QQ53TZ8/ref=sr_1_7,"Gatorade Zero With Protein, 10g Whey Protein Isolate, Zero Sugar, Electrolytes, 3 Flavor Variety Pack, 16.9 Fl Oz, 12 Pack",B08QQ53TZ8,,,"13,842",4.2 out of 5 stars
pepsico,1,8,False,https://www.amazon.com/Gatorade-Thirst-Quencher-Powder-Canister/dp/B081DJNGRH/ref=sr_1_8,"Gatorade Thirst Quencher Powder, Orange, 76.5oz Canister",B081DJNGRH,,,"34,489",4.7 out of 5 stars
pepsico,1,9,False,https://www.amazon.com/Gatorade-Gx-Marble-Black-30/dp/B0BXFKBT8J/ref=sr_1_9,"Gatorade Gx, Marble Black, 30 Oz",B0BXFKBT8J,"$19
99",,65,4.4 out of 5 stars
pepsico,1,10,False,https://www.amazon.com/Gatorade-Thirst-Quencher-Flavor-Variety/dp/B07MQNF2LL/ref=sr_1_10,"Gatorade Zero Sugar Thirst Quencher, Glacier Cherry Variety Pack, 12 Fl Oz (Pack of 24)",B07MQNF2LL,,,"25,392",4.8 out of 5 stars
pepsico,1,11,False,https://www.amazon.com/Propel-Strawberry-Flavored-Electrolytes-Vitamins/dp/B002U58PRI/ref=sr_1_11,"Propel, Kiwi Strawberry, Zero Calorie Sports Drinking Water with Electrolytes and Vitamins C&E, 16.9 Fl Oz (Pack of 12) - Packaging May Vary",B002U58PRI,,,"52,393",4.7 out of 5 stars
pepsico,1,12,False,https://www.amazon.com/Gatorade-Hydration-Non-Slip-Squeeze-Bottles/dp/B0C1NWSZ6P/ref=sr_1_12,"Gatorade Gx Hydration System, Non-Slip Gx Squeeze Bottles, Marble Black & Gx Hydration System, Non-Slip Gx Squeeze Bottles, Marble Blue",B0C1NWSZ6P,"$39
98",,3,5.0 out of 5 stars
pepsico,1,13,False,https://www.amazon.com/Diet-Pepsi-Soda-Ounce-Mini/dp/B07CBKMHT1/ref=sr_1_13,"Diet Pepsi Soda, 7.5 Ounce Mini Cans, 10 Pack",B07CBKMHT1,,,"38,291",4.6 out of 5 stars
pepsico,1,14,False,https://www.amazon.com/Gatorade-Pods-Glacier-Freeze-24ct/dp/B0BGQPRVNF/ref=sr_1_14,Gatorade Gx Pods Glacier Freeze 24ct,B0BGQPRVNF,"$47
94",,206,4.4 out of 5 stars
pepsico,1,15,False,https://www.amazon.com/Sparkling-Juice-Flavor-Variety-Count/dp/B00XA0DP86/ref=sr_1_15,"Izze Sparkling Juice, 4 Flavor Variety Pack, 8.4 Fl Oz (24 Count)",B00XA0DP86,,,"36,306",4.7 out of 5 stars
